_id,Year,Month,ProvinceID,ProvinceName,Tmax,Tmin
1028,2019,6,81,กระบี่,34.8,22.7
1029,2019,6,82,พังงา,34.3,23.5
1030,2019,6,83,ภูเก็ต,35.7,22.2
1031,2019,6,84,สุราษฎร์ธานี,36.3,22.6
1032,2019,6,85,ระนอง,34.5,24.2
1033,2019,6,86,ชุมพร,35.9,23.5
1034,2019,6,90,สงขลา,36.7,22.3
1035,2019,6,91,สตูล,34.6,22.8
1036,2019,6,92,ตรัง,35.7,23.4
1037,2019,6,93,พัทลุง,36.7,24.3
1038,2019,6,94,ปัตตานี,36.4,23.9
1039,2019,6,95,ยะลา,36.4,22.6
1040,2019,6,96,นราธิวาส,35.2,NA
1041,2019,7,10,กรุงเทพมหานคร,36.7,23.8
1042,2019,7,11,สมุทรปราการ,33.1,23.9
1043,2019,7,13,ปทุมธานี,38.1,24.3
1044,2019,7,14,พระนครศรีอยุธยา,36.7,23.3
1045,2019,7,16,ลพบุรี,38.4,23.1
1046,2019,7,18,ชัยนาท,37.8,24
1047,2019,7,20,ชลบุรี,38.1,23.8
1048,2019,7,21,ระยอง,35.9,24.9
1049,2019,7,22,จันทบุรี,34.4,22.5
1050,2019,7,23,ตราด,33.8,22.8
1051,2019,7,24,ฉะเชิงเทรา,36.2,22.1
1052,2019,7,25,ปราจีนบุรี,37.1,23.7
1053,2019,7,27,สระแก้ว,36.2,23
1054,2019,7,30,นครราชสีมา,38.5,21
1055,2019,7,31,บุรีรัมย์,38.8,22.1
1056,2019,7,32,สุรินทร์,38,22.2
1057,2019,7,33,ศรีสะเกษ,37.6,22.7
1058,2019,7,34,อุบลราชธานี,36.4,22.5
1059,2019,7,36,ชัยภูมิ,39.1,22.2
1060,2019,7,40,ขอนแก่น,39.2,22.6
1061,2019,7,41,อุดรธานี,37.7,23.4
1062,2019,7,42,เลย,38.4,21.8
1063,2019,7,43,หนองคาย,37.8,23.5
1064,2019,7,44,มหาสารคาม,38.5,23.6
1065,2019,7,45,ร้อยเอ็ด,37.8,23.5
1066,2019,7,46,กาฬสินธุ์,39.2,23
1067,2019,7,47,สกลนคร,36.5,22.5
1068,2019,7,48,นครพนม,35.5,22.9
1069,2019,7,49,มุกดาหาร,37,23.5
1070,2019,7,50,เชียงใหม่,39.5,16.5
1071,2019,7,51,ลำพูน,40.2,23.2
1072,2019,7,52,ลำปาง,40.4,22.7
1073,2019,7,53,อุตรดิตถ์,39.5,23
1074,2019,7,54,แพร่,38.7,22.6
1075,2019,7,55,น่าน,39.5,21.5
1076,2019,7,56,พะเยา,38,21.3
1077,2019,7,57,เชียงราย,38.5,22.4
1078,2019,7,58,แม่ฮ่องสอน,37.5,21.4
1079,2019,7,60,นครสวรรค์,37.3,23.5
1080,2019,7,62,กำแพงเพชร,38.4,23.8
1081,2019,7,63,ตาก,39.9,18.2
1082,2019,7,64,สุโขทัย,38.8,21.6
1083,2019,7,65,พิษณุโลก,37.5,23.6
1084,2019,7,66,พิจิตร,37,23.4
1085,2019,7,67,เพชรบูรณ์,38.6,22.5
1086,2019,7,70,ราชบุรี,36.8,23.7
1087,2019,7,71,กาญจนบุรี,37.7,21.1
1088,2019,7,72,สุพรรณบุรี,37.9,23.5
1089,2019,7,73,นครปฐม,37.7,23.5
1090,2019,7,76,เพชรบุรี,36.8,24.4
1091,2019,7,77,ประจวบคีรีขันธ์,37.9,21.8
1092,2019,7,80,นครศรีธรรมราช,37.3,22.5
1093,2019,7,81,กระบี่,34.4,21.7
1094,2019,7,82,พังงา,34,22.4
1095,2019,7,83,ภูเก็ต,35.4,20.9
1096,2019,7,84,สุราษฎร์ธานี,38,22.3
1097,2019,7,85,ระนอง,33.7,24
1098,2019,7,86,ชุมพร,36,23
1099,2019,7,90,สงขลา,37,21
1100,2019,7,91,สตูล,34.7,21.8
1101,2019,7,92,ตรัง,35.3,22.9
1102,2019,7,93,พัทลุง,36.4,23
1103,2019,7,94,ปัตตานี,35.4,21.7
1104,2019,7,95,ยะลา,35.7,21.9
1105,2019,7,96,นราธิวาส,35.5,NA
1106,2019,8,10,กรุงเทพมหานคร,37.1,23.2
1107,2019,8,11,สมุทรปราการ,32.2,25.5
1108,2019,8,13,ปทุมธานี,37.5,25
1109,2019,8,14,พระนครศรีอยุธยา,36,23.1
1110,2019,8,16,ลพบุรี,35.8,22.7
1111,2019,8,18,ชัยนาท,35.6,23.8
1112,2019,8,20,ชลบุรี,35.8,24
1113,2019,8,21,ระยอง,34.8,24
1114,2019,8,22,จันทบุรี,33.3,23.5
1115,2019,8,23,ตราด,34,21.5
1116,2019,8,24,ฉะเชิงเทรา,35.5,23
1117,2019,8,25,ปราจีนบุรี,35.6,24
1118,2019,8,27,สระแก้ว,36,23.5
1119,2019,8,30,นครราชสีมา,36.7,22.2
1120,2019,8,31,บุรีรัมย์,38.5,22.6
1121,2019,8,32,สุรินทร์,36,22.8
1122,2019,8,33,ศรีสะเกษ,34.8,22
1123,2019,8,34,อุบลราชธานี,35,22.2
1124,2019,8,36,ชัยภูมิ,35.9,22.4
1125,2019,8,40,ขอนแก่น,36.9,22.5
1126,2019,8,41,อุดรธานี,35.4,23.5
1127,2019,8,42,เลย,35.6,23.3
1128,2019,8,43,หนองคาย,35.8,23.2
1129,2019,8,44,มหาสารคาม,36.7,22.5
1130,2019,8,45,ร้อยเอ็ด,35.8,23.7
1131,2019,8,46,กาฬสินธุ์,36.6,22.8
1132,2019,8,47,สกลนคร,35.8,23
1133,2019,8,48,นครพนม,34.2,23.3
1134,2019,8,49,มุกดาหาร,35,22.5
1135,2019,8,50,เชียงใหม่,35.3,17.4
1136,2019,8,51,ลำพูน,35.6,23
1137,2019,8,52,ลำปาง,35.9,23
1138,2019,8,53,อุตรดิตถ์,35.3,23.9
1139,2019,8,54,แพร่,34.7,23.1
1140,2019,8,55,น่าน,35.4,21.8
1141,2019,8,56,พะเยา,34.5,22.5
1142,2019,8,57,เชียงราย,34.4,22.5
1143,2019,8,58,แม่ฮ่องสอน,34.5,21.5
1144,2019,8,60,นครสวรรค์,35.5,23.2
1145,2019,8,62,กำแพงเพชร,34.7,23.9
1146,2019,8,63,ตาก,35.6,17.4
1147,2019,8,64,สุโขทัย,35.3,22.6
1148,2019,8,65,พิษณุโลก,34.6,23.8
1149,2019,8,66,พิจิตร,34.9,24
1150,2019,8,67,เพชรบูรณ์,35.3,23
1151,2019,8,70,ราชบุรี,34.9,24.4
1152,2019,8,71,กาญจนบุรี,37.5,23
1153,2019,8,72,สุพรรณบุรี,37,23.9
1154,2019,8,73,นครปฐม,35.6,23.2
1155,2019,8,76,เพชรบุรี,35.2,24.3
1156,2019,8,77,ประจวบคีรีขันธ์,38,22.5
1157,2019,8,80,นครศรีธรรมราช,37,22.5
1158,2019,8,81,กระบี่,34,22
1159,2019,8,82,พังงา,32.6,22.7
1160,2019,8,83,ภูเก็ต,35.1,21.6
1161,2019,8,84,สุราษฎร์ธานี,36,22
1162,2019,8,85,ระนอง,33.1,22.9
1163,2019,8,86,ชุมพร,34.6,23
1164,2019,8,90,สงขลา,36.9,21
1165,2019,8,91,สตูล,34.6,22.6
1166,2019,8,92,ตรัง,34.6,22.7
1167,2019,8,93,พัทลุง,35.8,23.3
1168,2019,8,94,ปัตตานี,35.7,23
1169,2019,8,95,ยะลา,35.5,22.2
1170,2019,8,96,นราธิวาส,36,NA
1171,2019,9,10,กรุงเทพมหานคร,36.7,22.3
1172,2019,9,11,สมุทรปราการ,33.4,23.9
1173,2019,9,13,ปทุมธานี,37.5,24
1174,2019,9,14,พระนครศรีอยุธยา,35.6,22.7
1175,2019,9,16,ลพบุรี,36.4,22.1
1176,2019,9,18,ชัยนาท,35.8,23
1177,2019,9,20,ชลบุรี,37.5,23.5
1178,2019,9,21,ระยอง,35.4,23.8
1179,2019,9,22,จันทบุรี,36,23
1180,2019,9,23,ตราด,33.2,22.6
1181,2019,9,24,ฉะเชิงเทรา,35.6,23.1
1182,2019,9,25,ปราจีนบุรี,36.2,23.5
1183,2019,9,27,สระแก้ว,35,23.5
1184,2019,9,30,นครราชสีมา,35.2,20.3
1185,2019,9,31,บุรีรัมย์,34.8,21.2
1186,2019,9,32,สุรินทร์,34.1,22
1187,2019,9,33,ศรีสะเกษ,34.6,22.5
1188,2019,9,34,อุบลราชธานี,34.2,22
1189,2019,9,36,ชัยภูมิ,34.7,22
1190,2019,9,40,ขอนแก่น,35.1,21.6
1191,2019,9,41,อุดรธานี,34.8,21.8
1192,2019,9,42,เลย,35.6,20.8
1193,2019,9,43,หนองคาย,35.4,23.3
1194,2019,9,44,มหาสารคาม,35.8,21.8
1195,2019,9,45,ร้อยเอ็ด,34.4,22.7
1196,2019,9,46,กาฬสินธุ์,34.7,21.8
1197,2019,9,47,สกลนคร,34.3,21.6
1198,2019,9,48,นครพนม,35,21.1
1199,2019,9,49,มุกดาหาร,34.9,22
1200,2019,9,50,เชียงใหม่,36.3,15.3
1201,2019,9,51,ลำพูน,35.6,22.6
1202,2019,9,52,ลำปาง,36.3,21.3
1203,2019,9,53,อุตรดิตถ์,37.5,23.9
1204,2019,9,54,แพร่,37,22.5
1205,2019,9,55,น่าน,37,19.4
1206,2019,9,56,พะเยา,35,20.5
1207,2019,9,57,เชียงราย,34.8,20.1
1208,2019,9,58,แม่ฮ่องสอน,37.2,20.4
1209,2019,9,60,นครสวรรค์,36.5,22.7
1210,2019,9,62,กำแพงเพชร,35.4,23.4
1211,2019,9,63,ตาก,36.2,17.3
1212,2019,9,64,สุโขทัย,36.5,22.8
1213,2019,9,65,พิษณุโลก,34.6,24
1214,2019,9,66,พิจิตร,35.5,23.8
1215,2019,9,67,เพชรบูรณ์,36.9,22
1216,2019,9,70,ราชบุรี,35.5,23.5
1217,2019,9,71,กาญจนบุรี,36.5,21.7
1218,2019,9,72,สุพรรณบุรี,37,23.7
1219,2019,9,73,นครปฐม,35.6,23.5
1220,2019,9,76,เพชรบุรี,36.4,23.8
1221,2019,9,77,ประจวบคีรีขันธ์,37.1,22.1
1222,2019,9,80,นครศรีธรรมราช,35.5,22.7
1223,2019,9,81,กระบี่,34.1,22
1224,2019,9,82,พังงา,34.5,22.5
1225,2019,9,83,ภูเก็ต,34.8,21.6
1226,2019,9,84,สุราษฎร์ธานี,36.4,22
1227,2019,9,85,ระนอง,33.9,23
1228,2019,9,86,ชุมพร,34.7,23
1229,2019,9,90,สงขลา,36.2,21.1
1230,2019,9,91,สตูล,35,22.3
1231,2019,9,92,ตรัง,35.4,22.7
1232,2019,9,93,พัทลุง,36,23.2
1233,2019,9,94,ปัตตานี,35.3,22.7
1234,2019,9,95,ยะลา,35.5,22.5
1235,2019,9,96,นราธิวาส,35.1,NA
1236,2019,10,10,กรุงเทพมหานคร,37.6,22.8
1237,2019,10,11,สมุทรปราการ,33.7,22.5
1238,2019,10,13,ปทุมธานี,38.5,22.7
1239,2019,10,14,พระนครศรีอยุธยา,37.1,20.3
1240,2019,10,16,ลพบุรี,37.4,18
1241,2019,10,18,ชัยนาท,36.3,20
1242,2019,10,20,ชลบุรี,36.4,22.5
1243,2019,10,21,ระยอง,34.8,22.7
1244,2019,10,22,จันทบุรี,35.8,23.5
1245,2019,10,23,ตราด,34.9,23
1246,2019,10,24,ฉะเชิงเทรา,36.8,20.2
1247,2019,10,25,ปราจีนบุรี,37.5,21.5
1248,2019,10,27,สระแก้ว,36.5,20.7
1249,2019,10,30,นครราชสีมา,35.8,19.3
1250,2019,10,31,บุรีรัมย์,36.9,18.9
1251,2019,10,32,สุรินทร์,34.8,19.3
1252,2019,10,33,ศรีสะเกษ,36,20
1253,2019,10,34,อุบลราชธานี,36,20.5
1254,2019,10,36,ชัยภูมิ,36.2,21.1
1255,2019,10,40,ขอนแก่น,36.9,18.5
1256,2019,10,41,อุดรธานี,36.3,17.8
1257,2019,10,42,เลย,37.4,17.2
1258,2019,10,43,หนองคาย,36.7,20
1259,2019,10,44,มหาสารคาม,36.4,19.4
1260,2019,10,45,ร้อยเอ็ด,35.4,19.8
1261,2019,10,46,กาฬสินธุ์,35.3,18.5
1262,2019,10,47,สกลนคร,34.9,18.9
1263,2019,10,48,นครพนม,35.2,19.1
1264,2019,10,49,มุกดาหาร,36,19.5
1265,2019,10,50,เชียงใหม่,36.5,16.1
1266,2019,10,51,ลำพูน,35.6,22.2
1267,2019,10,52,ลำปาง,37.2,20
1268,2019,10,53,อุตรดิตถ์,38.1,22.9
1269,2019,10,54,แพร่,36.9,20.2
1270,2019,10,55,น่าน,37,14.6
1271,2019,10,56,พะเยา,34.6,19.5
1272,2019,10,57,เชียงราย,34,19.4
1273,2019,10,58,แม่ฮ่องสอน,36.7,20.3
1274,2019,10,60,นครสวรรค์,37.3,21.3
1275,2019,10,62,กำแพงเพชร,36.3,22.5
1276,2019,10,63,ตาก,37,16.6
1277,2019,10,64,สุโขทัย,37.4,22.9
1278,2019,10,65,พิษณุโลก,36.6,20.5
1279,2019,10,66,พิจิตร,36.6,21.6
1280,2019,10,67,เพชรบูรณ์,38,19.7
1281,2019,10,70,ราชบุรี,35.3,23.1
1282,2019,10,71,กาญจนบุรี,36.6,21.4
1283,2019,10,72,สุพรรณบุรี,36.6,20.9
1284,2019,10,73,นครปฐม,36.2,21.6
1285,2019,10,76,เพชรบุรี,36.8,23.5
1286,2019,10,77,ประจวบคีรีขันธ์,35,21.8
1287,2019,10,80,นครศรีธรรมราช,34.7,22.5
1288,2019,10,81,กระบี่,34.8,21.5
1289,2019,10,82,พังงา,32.5,22.7
1290,2019,10,83,ภูเก็ต,34.5,21.1
1291,2019,10,84,สุราษฎร์ธานี,34.8,21.1
1292,2019,10,85,ระนอง,33.9,23.5
1293,2019,10,86,ชุมพร,35.5,22.7
1294,2019,10,90,สงขลา,36.5,21
1295,2019,10,91,สตูล,34,21.8
1296,2019,10,92,ตรัง,34.5,22.7
1297,2019,10,93,พัทลุง,34,23.1
1298,2019,10,94,ปัตตานี,34.4,22.4
1299,2019,10,95,ยะลา,34.4,21.8
1300,2019,10,96,นราธิวาส,34.2,NA
1301,2019,11,10,กรุงเทพมหานคร,37,22
1302,2019,11,11,สมุทรปราการ,32.2,22.5
1303,2019,11,13,ปทุมธานี,37.1,21
1304,2019,11,14,พระนครศรีอยุธยา,36,18.3
1305,2019,11,16,ลพบุรี,36.7,16
1306,2019,11,18,ชัยนาท,35.5,20
1307,2019,11,20,ชลบุรี,38.5,19.7
1308,2019,11,21,ระยอง,35.2,21
1309,2019,11,22,จันทบุรี,35.2,20.2
1310,2019,11,23,ตราด,35.8,21.2
1311,2019,11,24,ฉะเชิงเทรา,36,18
1312,2019,11,25,ปราจีนบุรี,35.8,19
1313,2019,11,27,สระแก้ว,35.7,19.5
1314,2019,11,30,นครราชสีมา,35.2,15.9
1315,2019,11,31,บุรีรัมย์,35.5,17.5
1316,2019,11,32,สุรินทร์,35.5,17.9
1317,2019,11,33,ศรีสะเกษ,34.6,16.7
1318,2019,11,34,อุบลราชธานี,34.8,17.7
1319,2019,11,36,ชัยภูมิ,36.1,17.5
1320,2019,11,40,ขอนแก่น,35.9,17
1321,2019,11,41,อุดรธานี,35.2,16.9
1322,2019,11,42,เลย,35.8,15
1323,2019,11,43,หนองคาย,35.2,18.4
1324,2019,11,44,มหาสารคาม,35.4,17.5
1325,2019,11,45,ร้อยเอ็ด,35.2,18.8
1326,2019,11,46,กาฬสินธุ์,34.4,16.7
1327,2019,11,47,สกลนคร,33.6,17
1328,2019,11,48,นครพนม,34.4,17.7
1329,2019,11,49,มุกดาหาร,35,18.1
1330,2019,11,50,เชียงใหม่,34.8,14.2
1331,2019,11,51,ลำพูน,34.1,17.4
1332,2019,11,52,ลำปาง,36.7,15.4
1333,2019,11,53,อุตรดิตถ์,36,20
1334,2019,11,54,แพร่,35.7,15.6
1335,2019,11,55,น่าน,34.8,15.5
1336,2019,11,56,พะเยา,33.6,15.2
1337,2019,11,57,เชียงราย,33.3,15.5
1338,2019,11,58,แม่ฮ่องสอน,35.5,16.5
1339,2019,11,60,นครสวรรค์,36.4,19.2
1340,2019,11,62,กำแพงเพชร,35.4,18.3
1341,2019,11,63,ตาก,36.9,12.4
1342,2019,11,64,สุโขทัย,35.7,18.9
1343,2019,11,65,พิษณุโลก,35.5,18.4
1344,2019,11,66,พิจิตร,35.5,18.3
1345,2019,11,67,เพชรบูรณ์,36.6,17.4
1346,2019,11,70,ราชบุรี,34.5,20.3
1347,2019,11,71,กาญจนบุรี,35.5,17.3
1348,2019,11,72,สุพรรณบุรี,35.8,18.1
1349,2019,11,73,นครปฐม,35,17.6
1350,2019,11,76,เพชรบุรี,35,21.9
1351,2019,11,77,ประจวบคีรีขันธ์,34.5,19.1
1352,2019,11,80,นครศรีธรรมราช,34.5,21.7
1353,2019,11,81,กระบี่,34.1,20.4
1354,2019,11,82,พังงา,33.7,22.6
1355,2019,11,83,ภูเก็ต,34.1,20.4
1356,2019,11,84,สุราษฎร์ธานี,34.6,20.9
1357,2019,11,85,ระนอง,33.5,21.9
1358,2019,11,86,ชุมพร,34,20.9
1359,2019,11,90,สงขลา,35.1,21.3
1360,2019,11,91,สตูล,35,22.5
1361,2019,11,92,ตรัง,35.2,23.2
1362,2019,11,93,พัทลุง,34.7,23
1363,2019,11,94,ปัตตานี,33.8,23
1364,2019,11,95,ยะลา,33.6,22.6
1365,2019,11,96,นราธิวาส,33.8,NA
1366,2019,12,10,กรุงเทพมหานคร,35.5,16.6
1367,2019,12,11,สมุทรปราการ,32.2,19.6
1368,2019,12,13,ปทุมธานี,36.5,15.9
1369,2019,12,14,พระนครศรีอยุธยา,36.6,15.6
1370,2019,12,16,ลพบุรี,36.5,11.5
1371,2019,12,18,ชัยนาท,35.2,13.8
1372,2019,12,20,ชลบุรี,37.2,15
1373,2019,12,21,ระยอง,34.9,17.5
1374,2019,12,22,จันทบุรี,36.7,16.8
1375,2019,12,23,ตราด,35,19.2
1376,2019,12,24,ฉะเชิงเทรา,36.2,14.4
1377,2019,12,25,ปราจีนบุรี,36,14.8
1378,2019,12,27,สระแก้ว,38,15
1379,2019,12,30,นครราชสีมา,35.7,12.3
1380,2019,12,31,บุรีรัมย์,35.6,10.8
1381,2019,12,32,สุรินทร์,35.1,11.6
1382,2019,12,33,ศรีสะเกษ,35,12.8
1383,2019,12,34,อุบลราชธานี,35.3,13.7
1384,2019,12,36,ชัยภูมิ,35.4,13.2
1385,2019,12,40,ขอนแก่น,35.3,9.4
1386,2019,12,41,อุดรธานี,34.2,9
1387,2019,12,42,เลย,34.5,6.8
1388,2019,12,43,หนองคาย,33.4,10.5
1389,2019,12,44,มหาสารคาม,35.6,11.5
1390,2019,12,45,ร้อยเอ็ด,34.3,12.7
1391,2019,12,46,กาฬสินธุ์,34.3,10
1392,2019,12,47,สกลนคร,33.5,10
1393,2019,12,48,นครพนม,33.5,10.8
1394,2019,12,49,มุกดาหาร,34.2,12.2
1395,2019,12,50,เชียงใหม่,33.2,6.8
1396,2019,12,51,ลำพูน,33.5,9
1397,2019,12,52,ลำปาง,35.6,7.5
1398,2019,12,53,อุตรดิตถ์,36.4,13
1399,2019,12,54,แพร่,35.4,8.2
1400,2019,12,55,น่าน,33.6,6.1
1401,2019,12,56,พะเยา,32.3,6.2
1402,2019,12,57,เชียงราย,31.8,6.3
1403,2019,12,58,แม่ฮ่องสอน,34.4,8
1404,2019,12,60,นครสวรรค์,36.2,12.4
1405,2019,12,62,กำแพงเพชร,35,11.4
1406,2019,12,63,ตาก,35.9,5.5
1407,2019,12,64,สุโขทัย,35,11.3
1408,2019,12,65,พิษณุโลก,35.5,10.4
1409,2019,12,66,พิจิตร,35,11.5
1410,2019,12,67,เพชรบูรณ์,36.5,11.4
1411,2019,12,70,ราชบุรี,35.2,16.6
1412,2019,12,71,กาญจนบุรี,36,11.2
1413,2019,12,72,สุพรรณบุรี,35.6,15.1
1414,2019,12,73,นครปฐม,35,14.2
1415,2019,12,76,เพชรบุรี,33.8,17.5
1416,2019,12,77,ประจวบคีรีขันธ์,35.5,14.4
1417,2019,12,80,นครศรีธรรมราช,34.5,19.9
1418,2019,12,81,กระบี่,34.8,20.6
1419,2019,12,82,พังงา,33.3,21.1
1420,2019,12,83,ภูเก็ต,34.5,20.2
1421,2019,12,84,สุราษฎร์ธานี,34.1,18.2
1422,2019,12,85,ระนอง,33.6,20.3
1423,2019,12,86,ชุมพร,33.1,18.8
1424,2019,12,90,สงขลา,33,19.6
1425,2019,12,91,สตูล,34,20.4
1426,2019,12,92,ตรัง,33.4,20.3
1427,2019,12,93,พัทลุง,35,22.5
1428,2019,12,94,ปัตตานี,33.2,21.4
1429,2019,12,95,ยะลา,33.2,20.4
1430,2019,12,96,นราธิวาส,31.2,NA
1431,2020,1,10,กรุงเทพมหานคร,37,22.7
1432,2020,1,11,สมุทรปราการ,32.9,25
1433,2020,1,13,ปทุมธานี,37,21.4
1434,2020,1,14,พระนครศรีอยุธยา,37.3,19.2
1435,2020,1,16,ลพบุรี,37.6,17.5
1436,2020,1,18,ชัยนาท,36.3,18.3
1437,2020,1,20,ชลบุรี,37.8,20
1438,2020,1,21,ระยอง,34.7,20.5
1439,2020,1,22,จันทบุรี,36.3,20
1440,2020,1,23,ตราด,35.5,21.4
1441,2020,1,24,ฉะเชิงเทรา,37.5,18
1442,2020,1,25,ปราจีนบุรี,37.5,19.9
1443,2020,1,27,สระแก้ว,37.3,18
1444,2020,1,30,นครราชสีมา,37.2,16.5
1445,2020,1,31,บุรีรัมย์,37.6,13.4
1446,2020,1,32,สุรินทร์,36.4,14.5
1447,2020,1,33,ศรีสะเกษ,36.3,14.7
1448,2020,1,34,อุบลราชธานี,36.8,14.5
1449,2020,1,36,ชัยภูมิ,37,17.9
1450,2020,1,40,ขอนแก่น,37.1,14.1
1451,2020,1,41,อุดรธานี,35.9,15.3
1452,2020,1,42,เลย,36.5,14.4
1453,2020,1,43,หนองคาย,35,14.4
1454,2020,1,44,มหาสารคาม,36.7,16
1455,2020,1,45,ร้อยเอ็ด,36,15.2
1456,2020,1,46,กาฬสินธุ์,35.5,13.5
1457,2020,1,47,สกลนคร,34.6,14.7
1458,2020,1,48,นครพนม,34.8,13.6
1459,2020,1,49,มุกดาหาร,35.5,15
1460,2020,1,50,เชียงใหม่,34.4,9.4
1461,2020,1,51,ลำพูน,35.6,9
1462,2020,1,52,ลำปาง,37.6,8.5
1463,2020,1,53,อุตรดิตถ์,36,14
1464,2020,1,54,แพร่,36.6,9.2
1465,2020,1,55,น่าน,36.8,6.8
1466,2020,1,56,พะเยา,34.7,7.2
1467,2020,1,57,เชียงราย,33.2,9
1468,2020,1,58,แม่ฮ่องสอน,36,7.3
1469,2020,1,60,นครสวรรค์,36.8,18
1470,2020,1,62,กำแพงเพชร,36,14.2
1471,2020,1,63,ตาก,37.5,7.5
1472,2020,1,64,สุโขทัย,36,14.1
1473,2020,1,65,พิษณุโลก,35.2,15.1
1474,2020,1,66,พิจิตร,35.5,16.4
1475,2020,1,67,เพชรบูรณ์,37.4,15.2
1476,2020,1,70,ราชบุรี,35.9,18.2
1477,2020,1,71,กาญจนบุรี,37.5,14.4
1478,2020,1,72,สุพรรณบุรี,36.7,16.1
1479,2020,1,73,นครปฐม,36.3,15.5
1480,2020,1,76,เพชรบุรี,35.2,20.6
1481,2020,1,77,ประจวบคีรีขันธ์,36.8,16.9
1482,2020,1,80,นครศรีธรรมราช,36.5,18.8
1483,2020,1,81,กระบี่,36.8,21.4
1484,2020,1,82,พังงา,35.2,21
1485,2020,1,83,ภูเก็ต,36.1,20.4
1486,2020,1,84,สุราษฎร์ธานี,35.3,19.2
1487,2020,1,85,ระนอง,34.9,20
1488,2020,1,86,ชุมพร,34.1,19.8
1489,2020,1,90,สงขลา,35.3,18.1
1490,2020,1,91,สตูล,36.5,21
1491,2020,1,92,ตรัง,36,20.6
1492,2020,1,93,พัทลุง,32.7,21.5
1493,2020,1,94,ปัตตานี,34.2,20.8
1494,2020,1,95,ยะลา,35.2,18.6
1495,2020,1,96,นราธิวาส,32,NA
1496,2020,2,10,กรุงเทพมหานคร,38.1,22.2
1497,2020,2,11,สมุทรปราการ,32.2,25.6
1498,2020,2,13,ปทุมธานี,38.7,20.8
1499,2020,2,14,พระนครศรีอยุธยา,38.6,17.6
1500,2020,2,16,ลพบุรี,39,17.5
1501,2020,2,18,ชัยนาท,37,18.3
1502,2020,2,20,ชลบุรี,37.8,19.8
1503,2020,2,21,ระยอง,35.4,22
1504,2020,2,22,จันทบุรี,35.9,20.5
1505,2020,2,23,ตราด,35.6,20.8
1506,2020,2,24,ฉะเชิงเทรา,38.2,18.6
1507,2020,2,25,ปราจีนบุรี,37.6,17.9
1508,2020,2,27,สระแก้ว,37.8,18
1509,2020,2,30,นครราชสีมา,38.4,16.5
1510,2020,2,31,บุรีรัมย์,38,15.8
1511,2020,2,32,สุรินทร์,37.4,16
1512,2020,2,33,ศรีสะเกษ,37.3,16
1513,2020,2,34,อุบลราชธานี,38,16
1514,2020,2,36,ชัยภูมิ,37.7,16.5
1515,2020,2,40,ขอนแก่น,37.9,15.2
1516,2020,2,41,อุดรธานี,37.2,15
1517,2020,2,42,เลย,37.8,14
1518,2020,2,43,หนองคาย,36.7,14.6
1519,2020,2,44,มหาสารคาม,37.5,16.4
1520,2020,2,45,ร้อยเอ็ด,37.5,16.5
1521,2020,2,46,กาฬสินธุ์,36.7,14.4
1522,2020,2,47,สกลนคร,36.1,15.5
1523,2020,2,48,นครพนม,36.9,14.7
1524,2020,2,49,มุกดาหาร,36.8,16.1
1525,2020,2,50,เชียงใหม่,35.6,12.7
1526,2020,2,51,ลำพูน,36.5,14.5
1527,2020,2,52,ลำปาง,38.4,14
1528,2020,2,53,อุตรดิตถ์,37.7,17.8
1529,2020,2,54,แพร่,36.8,14.8
1530,2020,2,55,น่าน,36.5,11
1531,2020,2,56,พะเยา,34.6,13.5
1532,2020,2,57,เชียงราย,34,12.1
1533,2020,2,58,แม่ฮ่องสอน,36,10.2
1534,2020,2,60,นครสวรรค์,38,18.5
1535,2020,2,62,กำแพงเพชร,37,17.3
1536,2020,2,63,ตาก,37.8,10
1537,2020,2,64,สุโขทัย,36.8,17.5
1538,2020,2,65,พิษณุโลก,36.5,17.8
1539,2020,2,66,พิจิตร,36,18.5
1540,2020,2,67,เพชรบูรณ์,38.3,16.6
1541,2020,2,70,ราชบุรี,36.6,18.2
1542,2020,2,71,กาญจนบุรี,38,17.8
1543,2020,2,72,สุพรรณบุรี,38.1,19
1544,2020,2,73,นครปฐม,36.2,17.2
1545,2020,2,76,เพชรบุรี,35.2,19.8
1546,2020,2,77,ประจวบคีรีขันธ์,36.7,16.2
1547,2020,2,80,นครศรีธรรมราช,37.5,18
1548,2020,2,81,กระบี่,37,20.5
1549,2020,2,82,พังงา,35.6,19.1
1550,2020,2,83,ภูเก็ต,37.2,20.4
1551,2020,2,84,สุราษฎร์ธานี,36.3,17.4
1552,2020,2,85,ระนอง,35.3,20.5
1553,2020,2,86,ชุมพร,34.5,20.3
1554,2020,2,90,สงขลา,35.2,19.1
1555,2020,2,91,สตูล,36.4,20.5
1556,2020,2,92,ตรัง,36.8,20.6
1557,2020,2,93,พัทลุง,32.6,21.8
1558,2020,2,94,ปัตตานี,35,21.2
1559,2020,2,95,ยะลา,34.7,20.4
1560,2020,2,96,นราธิวาส,31.8,NA
1561,2020,3,10,กรุงเทพมหานคร,40.6,23.7
1562,2020,3,11,สมุทรปราการ,33.2,26.1
1563,2020,3,13,ปทุมธานี,40.1,23
1564,2020,3,14,พระนครศรีอยุธยา,41.1,21.4
1565,2020,3,16,ลพบุรี,41.8,21.5
1566,2020,3,18,ชัยนาท,41.2,22.6
1567,2020,3,20,ชลบุรี,37.3,22
